id,label
546,neutral
547,neutral
548,negative
549,negative
550,neutral
551,neutral
552,positive
553,positive
554,neutral
555,neutral
556,negative
557,neutral
558,neutral
559,positive
560,neutral
561,neutral
562,positive
563,positive
564,negative
565,positive
566,positive
567,neutral
568,neutral
569,positive
570,positive
571,negative
572,neutral
573,neutral
574,negative
575,positive
576,neutral
577,neutral
578,positive
579,negative
580,neutral
581,positive
582,neutral
583,neutral
584,positive
585,neutral
586,negative
587,positive
588,positive
589,positive
590,neutral
591,positive
592,neutral
593,negative
594,neutral
595,positive
596,neutral
597,negative
598,positive
599,negative
600,neutral
601,positive
602,neutral
603,neutral
604,positive
605,positive
606,neutral
607,positive
608,positive
609,negative
610,negative
611,positive
612,negative
613,neutral
614,positive
615,positive
616,negative
617,positive
618,neutral
619,positive
620,neutral
621,neutral
622,positive
623,negative
624,neutral
625,neutral
626,neutral
627,neutral
628,neutral
629,negative
630,positive
631,positive
632,negative
633,positive
634,negative
635,negative
636,neutral
637,negative
638,positive
639,neutral
640,negative
641,positive
642,neutral
643,negative
644,negative
645,neutral
646,negative
647,positive
648,neutral
649,negative
650,negative
651,positive
652,positive
653,neutral
654,negative
655,positive
656,negative
657,positive
658,negative
659,positive
660,neutral
661,positive
662,positive
663,neutral
664,negative
665,neutral
666,neutral
667,negative
668,neutral
669,positive
670,neutral
671,negative
672,positive
673,positive
674,positive
675,neutral
676,neutral
677,neutral
678,positive
679,positive
680,neutral
681,negative
682,negative
683,positive
684,negative
685,positive
686,negative
687,neutral
688,negative
689,neutral
690,neutral
691,neutral
692,positive
693,negative
694,negative
695,neutral
696,positive
697,positive
698,neutral
699,negative
700,neutral
701,neutral
702,neutral
703,negative
704,negative
705,neutral
706,neutral
707,neutral
708,negative
709,negative
710,neutral
711,negative
712,positive
713,negative
714,neutral
715,neutral
716,positive
717,negative
718,negative
719,negative
720,negative
721,negative
722,negative
723,neutral
724,negative
725,neutral
726,negative
727,negative
728,negative
729,neutral
730,neutral
731,negative
732,neutral
733,neutral
734,negative
735,neutral
736,negative
737,neutral
738,neutral
739,neutral
740,negative
741,neutral
742,positive
743,negative
744,neutral
745,positive
746,neutral
747,positive
748,neutral
749,positive
750,negative
751,negative
752,negative
753,neutral
754,negative
755,neutral
756,positive
757,neutral
758,positive
759,positive
760,positive
761,negative
762,neutral
763,neutral
764,positive
765,neutral
766,negative
767,neutral
768,neutral
769,positive
770,neutral
771,positive
772,negative
773,neutral
774,neutral
775,neutral
776,positive
777,positive
778,neutral
779,negative
780,neutral
781,positive
782,negative
783,negative
784,positive
785,negative
786,positive
787,neutral
788,positive
789,positive
790,negative
791,neutral
792,neutral
793,neutral
794,neutral
795,neutral
796,neutral
797,neutral
798,positive
799,negative
800,neutral
801,negative
802,neutral
803,positive
804,negative
805,positive
806,negative
807,neutral
808,neutral
809,negative
810,positive
811,neutral
812,negative
813,neutral
814,neutral
815,neutral
816,positive
817,positive
818,neutral
819,neutral
820,neutral
821,positive
822,negative
823,negative
824,neutral
825,positive
826,neutral
827,positive
828,positive
829,negative
830,negative
831,neutral
832,neutral
833,positive
834,negative
835,neutral
836,neutral
837,neutral
838,negative
839,positive
840,neutral
841,neutral
842,positive
843,neutral
844,neutral
845,negative
846,neutral
847,negative
848,negative
849,negative
850,negative
851,neutral
852,neutral
853,positive
854,neutral
855,neutral
856,neutral
857,neutral
858,neutral
859,neutral
860,negative
861,positive
862,neutral
863,negative
864,neutral
865,neutral
866,negative
867,neutral
868,neutral
869,negative
870,positive
871,negative
872,positive
873,negative
874,positive
875,positive
876,neutral
877,negative
878,neutral
879,neutral
880,negative
881,positive
882,negative
883,positive
884,positive
885,positive
886,positive
887,negative
888,neutral
889,neutral
890,neutral
891,negative
892,negative
893,neutral
894,neutral
895,neutral
896,positive
897,negative
898,negative
899,negative
900,neutral
901,positive
902,positive
903,neutral
904,neutral
905,negative
906,negative
907,neutral
908,neutral
909,negative
910,neutral
911,positive
912,neutral
913,neutral
914,neutral
915,neutral
916,negative
917,negative
918,negative
919,neutral
920,neutral
921,neutral
922,negative
923,neutral
924,positive
925,neutral
926,neutral
927,positive
928,negative
929,neutral
930,negative
931,positive
932,negative
933,negative
934,negative
935,neutral
936,positive
937,positive
938,negative
939,positive
940,neutral
941,negative
942,neutral
943,neutral
944,neutral
945,neutral
946,negative
947,neutral
948,positive
949,positive
950,neutral
951,negative
952,neutral
953,neutral
954,neutral
955,negative
956,positive
957,negative
958,neutral
959,negative
960,negative
961,positive
962,negative
963,negative
964,positive
965,positive
966,negative
967,positive
968,neutral
969,neutral
970,neutral
971,positive
972,neutral
973,negative
974,positive
975,negative
976,negative
977,positive
978,positive
979,neutral
980,positive
981,neutral
982,neutral
983,negative
984,negative
985,neutral
986,negative
987,negative
988,neutral
989,positive
990,neutral
991,positive
992,negative
993,negative
994,negative
995,negative
996,negative
997,negative
998,negative
999,neutral
1000,neutral
1001,neutral
1002,neutral
1003,positive
1004,positive
1005,negative
1006,negative
1007,neutral
1008,neutral
1009,negative
1010,positive
1011,positive
1012,positive
1013,positive
1014,negative
1015,neutral
1016,neutral
1017,neutral
1018,negative
1019,neutral
1020,positive
1021,positive
1022,neutral
1023,negative
1024,neutral
1025,negative
1026,negative
1027,neutral
1028,neutral
1029,neutral
1030,neutral
1031,neutral
1032,negative
1033,neutral
1034,negative
1035,neutral
1036,negative
1037,positive
1038,neutral
1039,positive
1040,neutral
1041,negative
1042,negative
1043,negative
1044,positive
1045,negative
1046,neutral
1047,neutral
1048,neutral
1049,negative
1050,neutral
1051,positive
1052,positive
1053,neutral
1054,negative
1055,positive
1056,neutral
1057,neutral
1058,positive
1059,neutral
1060,negative
1061,neutral
1062,neutral
1063,neutral
1064,positive
1065,neutral
1066,neutral
1067,neutral
1068,neutral
1069,negative
1070,neutral
1071,positive
1072,negative
1073,neutral
1074,negative
1075,neutral
1076,negative
1077,positive
1078,neutral
1079,neutral
1080,neutral
1081,neutral
1082,negative
1083,neutral
1084,positive
1085,neutral
1086,neutral
1087,neutral
1088,neutral
1089,negative
1090,neutral
1091,neutral
1092,neutral
1093,neutral
1094,positive
1095,neutral
1096,neutral
1097,neutral
1098,neutral
1099,neutral
1100,negative
1101,negative
1102,negative
1103,positive
1104,neutral
1105,negative
1106,positive
1107,neutral
1108,neutral
1109,positive
1110,negative
1111,negative
1112,positive
1113,positive
1114,negative
1115,positive
1116,negative
1117,neutral
1118,negative
1119,neutral
1120,positive
1121,negative
1122,negative
1123,neutral
1124,positive
1125,positive
1126,neutral
1127,positive
1128,neutral
1129,negative
1130,negative
1131,neutral
1132,positive
1133,negative
1134,neutral
1135,positive
1136,neutral
1137,positive
1138,negative
1139,neutral
1140,neutral
1141,negative
1142,positive
1143,negative
1144,neutral
1145,neutral
1146,negative
1147,negative
1148,positive
1149,neutral
1150,negative
1151,neutral
1152,negative
1153,positive
1154,positive
1155,neutral
1156,negative
1157,negative
1158,positive
1159,negative
1160,positive
1161,negative
1162,neutral
1163,positive
1164,neutral
1165,neutral
1166,positive
1167,positive
1168,negative
1169,negative
1170,negative
1171,negative
1172,positive
1173,negative
1174,negative
1175,negative
1176,neutral
1177,positive
1178,negative
1179,neutral
1180,neutral
1181,neutral
1182,positive
1183,negative
1184,negative
1185,neutral
1186,negative
1187,neutral
1188,neutral
1189,neutral
1190,neutral
1191,positive
1192,positive
1193,neutral
1194,neutral
1195,negative
1196,neutral
1197,neutral
1198,neutral
1199,neutral
1200,neutral
1201,neutral
1202,negative
1203,positive
1204,neutral
1205,neutral
1206,neutral
1207,neutral
1208,neutral
1209,neutral
1210,neutral
1211,negative
1212,positive
1213,positive
1214,negative
1215,neutral
1216,neutral
1217,positive
1218,neutral
1219,neutral
1220,neutral
1221,neutral
1222,negative
1223,positive
1224,neutral
1225,neutral
1226,neutral
1227,neutral
1228,positive
1229,negative
1230,positive
1231,neutral
1232,positive
1233,positive
1234,negative
1235,neutral
1236,neutral
1237,positive
1238,positive
1239,neutral
1240,positive
1241,positive
1242,neutral
1243,positive
1244,negative
1245,negative
1246,neutral
1247,neutral
1248,neutral
1249,neutral
1250,neutral
1251,negative
1252,positive
1253,positive
1254,negative
1255,negative
1256,positive
1257,negative
1258,positive
1259,negative
1260,negative
1261,positive
1262,neutral
1263,neutral
1264,neutral
1265,neutral
1266,neutral
1267,neutral
1268,neutral
1269,neutral
1270,neutral
1271,negative
1272,neutral
1273,neutral
1274,negative
1275,neutral
1276,negative
1277,neutral
1278,neutral
1279,neutral
1280,neutral
1281,positive
1282,neutral
1283,neutral
1284,neutral
1285,positive
1286,negative
1287,negative
1288,positive
1289,neutral
1290,negative
1291,neutral
1292,neutral
1293,neutral
1294,neutral
1295,positive
1296,positive
1297,negative
1298,positive
1299,neutral
1300,neutral
1301,neutral
1302,negative
1303,neutral
1304,neutral
1305,negative
1306,negative
1307,negative
1308,negative
1309,neutral
1310,negative
1311,neutral
1312,neutral
1313,positive
1314,positive
1315,negative
1316,positive
1317,positive
1318,negative
1319,neutral
1320,neutral
1321,negative
1322,neutral
1323,negative
1324,negative
1325,neutral
1326,negative
1327,positive
1328,positive
1329,neutral
1330,neutral
1331,negative
1332,positive
1333,neutral
1334,negative
1335,neutral
1336,negative
1337,negative
1338,positive
1339,neutral
1340,negative
1341,neutral
1342,positive
1343,negative
1344,negative
1345,negative
1346,neutral
1347,negative
1348,negative
1349,neutral
1350,neutral
1351,neutral
1352,negative
1353,neutral
1354,positive
1355,positive
1356,negative
1357,positive
1358,neutral
1359,neutral
1360,positive
1361,negative
1362,positive
1363,neutral
1364,neutral
1365,positive
1366,positive
1367,negative
1368,positive
1369,positive
1370,neutral
1371,neutral
1372,neutral
1373,neutral
1374,negative
1375,positive
1376,neutral
1377,neutral
1378,negative
1379,positive
1380,neutral
1381,negative
1382,positive
1383,neutral
1384,negative
1385,negative
1386,neutral
1387,negative
1388,positive
1389,neutral
1390,neutral
1391,negative
1392,positive
1393,negative
1394,positive
1395,neutral
1396,negative
1397,negative
1398,positive
1399,negative
1400,neutral
1401,neutral
1402,negative
1403,negative
1404,negative
1405,negative
1406,neutral
1407,negative
1408,positive
1409,positive
1410,positive
1411,neutral
1412,positive
1413,neutral
1414,neutral
1415,negative
1416,negative
1417,neutral
1418,positive
1419,negative
1420,positive
1421,negative
1422,negative
1423,neutral
1424,negative
1425,negative
1426,negative
1427,neutral
1428,positive
1429,positive
1430,neutral
1431,neutral
1432,neutral
1433,negative
1434,positive
1435,positive
1436,neutral
1437,neutral
1438,neutral
1439,negative
1440,neutral
1441,neutral
1442,positive
1443,positive
1444,positive
1445,neutral
1446,neutral
1447,neutral
1448,neutral
1449,negative
1450,negative
1451,negative
1452,neutral
1453,negative
1454,positive
1455,neutral
1456,negative
1457,neutral
1458,negative
1459,positive
1460,negative
1461,negative
1462,neutral
1463,negative
1464,negative
1465,negative
1466,neutral
1467,negative
1468,neutral
1469,neutral
1470,positive
1471,neutral
1472,positive
1473,negative
1474,neutral
1475,positive
1476,neutral
1477,neutral
1478,negative
1479,positive
1480,negative
1481,neutral
1482,neutral
1483,neutral
1484,neutral
1485,positive
1486,negative
1487,positive
1488,negative
1489,neutral
1490,negative
1491,negative
1492,negative
1493,neutral
1494,positive
1495,positive
1496,neutral
1497,negative
1498,neutral
1499,positive
1500,neutral
1501,positive
1502,negative
1503,positive
1504,negative
1505,neutral
1506,neutral
1507,neutral
1508,neutral
1509,positive
1510,negative
1511,positive
1512,negative
1513,positive
1514,positive
1515,positive
1516,neutral
1517,negative
1518,positive
1519,positive
1520,negative
1521,neutral
1522,neutral
1523,neutral
1524,positive
1525,negative
1526,negative
1527,positive
1528,neutral
1529,negative
1530,neutral
1531,negative
1532,positive
1533,negative
1534,neutral
1535,positive
1536,negative
1537,positive
1538,positive
1539,negative
1540,negative
1541,positive
1542,negative
1543,neutral
1544,negative
1545,negative
1546,negative
1547,positive
1548,neutral
1549,neutral
1550,negative
1551,neutral
1552,neutral
1553,neutral
1554,neutral
1555,neutral
1556,negative
1557,neutral
1558,neutral
1559,positive
1560,positive
1561,positive
1562,neutral
1563,neutral
1564,neutral
1565,neutral
1566,neutral
1567,neutral
1568,positive
1569,positive
1570,neutral
1571,negative
1572,positive
1573,neutral
1574,positive
1575,negative
1576,negative
1577,negative
1578,neutral
1579,positive
1580,positive
1581,negative
1582,positive
1583,negative
1584,neutral
1585,neutral
1586,neutral
1587,neutral
1588,neutral
1589,neutral
1590,negative
1591,negative
1592,positive
1593,neutral
1594,negative
1595,neutral
1596,negative
1597,positive
1598,positive
1599,neutral
1600,neutral
1601,positive
1602,positive
1603,positive
1604,neutral
1605,neutral
1606,neutral
1607,negative
1608,neutral
1609,neutral
1610,negative
1611,neutral
1612,positive
1613,negative
1614,positive
1615,neutral
1616,neutral
1617,neutral
1618,neutral
1619,negative
1620,negative
1621,negative
1622,neutral
1623,neutral
1624,neutral
1625,positive
1626,negative
1627,negative
1628,neutral
1629,neutral
1630,positive
1631,negative
1632,negative
1633,neutral
1634,positive
1635,negative
1636,positive
1637,positive
1638,neutral
1639,neutral
1640,neutral
1641,positive
1642,neutral
1643,neutral
1644,neutral
1645,neutral
1646,negative
1647,neutral
1648,positive
1649,neutral
1650,neutral
1651,negative
1652,neutral
1653,neutral
1654,negative
1655,negative
1656,positive
1657,neutral
1658,positive
1659,negative
1660,negative
1661,neutral
1662,neutral
1663,neutral
1664,negative
1665,positive
1666,negative
1667,positive
1668,positive
1669,positive
1670,neutral
1671,negative
1672,neutral
1673,positive
1674,neutral
1675,neutral
1676,positive
1677,negative
1678,negative
1679,neutral
1680,negative
1681,negative
1682,neutral
1683,negative
1684,positive
1685,positive
1686,neutral
1687,positive
1688,negative
1689,negative
1690,positive
1691,neutral
1692,negative
1693,positive
1694,positive
1695,negative
1696,positive
1697,neutral
1698,negative
1699,neutral
1700,neutral
1701,neutral
1702,positive
1703,negative
1704,neutral
1705,neutral
1706,negative
1707,positive
1708,negative
1709,neutral
1710,negative
1711,negative
1712,positive
1713,positive
1714,neutral
1715,negative
1716,positive
1717,negative
1718,neutral
1719,neutral
1720,neutral
1721,neutral
1722,negative
1723,positive
1724,neutral
1725,neutral
1726,neutral
1727,positive
1728,neutral
1729,negative
1730,neutral
1731,negative
1732,neutral
1733,positive
1734,neutral
1735,neutral
1736,negative
1737,negative
1738,positive
1739,positive
1740,negative
1741,neutral
1742,positive
1743,neutral
1744,positive
1745,negative
1746,neutral
1747,negative
1748,neutral
1749,positive
1750,negative
1751,positive
1752,negative
1753,negative
1754,negative
1755,neutral
1756,neutral
1757,positive
1758,neutral
1759,neutral
1760,positive
1761,neutral
1762,positive
1763,neutral
1764,neutral
1765,positive
1766,negative
1767,positive
1768,negative
1769,positive
1770,negative
1771,positive
1772,neutral
1773,positive
1774,neutral
1775,negative
1776,negative
1777,negative
1778,negative
1779,negative
1780,positive
1781,negative
1782,negative
1783,negative
1784,neutral
1785,positive
1786,neutral
1787,negative
1788,neutral
1789,neutral
1790,negative
1791,neutral
1792,neutral
1793,negative
1794,neutral
1795,positive
1796,neutral
1797,negative
1798,positive
1799,neutral
1800,neutral
1801,neutral
1802,positive
1803,negative
1804,negative
1805,neutral
1806,neutral
1807,neutral
1808,negative
1809,positive
1810,positive
1811,neutral
1812,positive
1813,neutral
1814,negative
1815,negative
1816,neutral
1817,neutral
1818,positive
1819,positive
1820,negative
1821,neutral
1822,positive
1823,positive
1824,positive
1825,positive
1826,negative
1827,negative
1828,neutral
1829,negative
1830,neutral
1831,positive
1832,positive
1833,negative
1834,positive
1835,neutral
1836,neutral
1837,positive
1838,neutral
1839,negative
1840,positive
1841,neutral
1842,neutral
1843,neutral
1844,negative
1845,neutral
1846,neutral
1847,neutral
1848,positive
1849,neutral
1850,neutral
1851,neutral
1852,neutral
1853,positive
1854,negative
1855,neutral
1856,neutral
1857,neutral
1858,positive
1859,negative
1860,negative
1861,positive
1862,neutral
1863,positive
1864,positive
1865,positive
1866,negative
1867,neutral
1868,neutral
1869,neutral
1870,neutral
1871,positive
1872,neutral
1873,neutral
1874,neutral
1875,negative
1876,positive
1877,negative
1878,positive
1879,neutral
1880,negative
1881,negative
1882,neutral
1883,neutral
1884,neutral
1885,neutral
1886,negative
1887,positive
1888,positive
1889,positive
1890,negative
1891,neutral
1892,positive
1893,negative
1894,neutral
1895,negative
1896,positive
1897,negative
1898,positive
1899,neutral
1900,negative
1901,neutral
1902,neutral
1903,negative
1904,neutral
1905,neutral
1906,neutral
1907,neutral
1908,positive
1909,neutral
1910,positive
1911,neutral
1912,positive
1913,negative
1914,positive
1915,neutral
1916,negative
1917,positive
1918,neutral
1919,neutral
1920,positive
1921,positive
1922,positive
1923,positive
1924,neutral
1925,positive
1926,positive
1927,neutral
1928,neutral
1929,neutral
1930,negative
1931,negative
1932,positive
1933,positive
1934,neutral
1935,neutral
1936,positive
1937,negative
1938,neutral
1939,neutral
1940,negative
1941,positive
1942,positive
1943,positive
1944,neutral
1945,negative
1946,neutral
1947,neutral
1948,negative
1949,positive
1950,positive
1951,positive
1952,neutral
1953,negative
1954,positive
1955,positive
1956,positive
1957,neutral
1958,neutral
1959,neutral
1960,positive
1961,positive
1962,positive
1963,neutral
1964,negative
1965,negative
1966,neutral
1967,negative
1968,negative
1969,negative
1970,negative
1971,neutral
1972,neutral
1973,negative
1974,negative
1975,neutral
1976,negative
1977,negative
1978,negative
1979,neutral
1980,neutral
1981,positive
1982,neutral
1983,neutral
1984,negative
1985,neutral
1986,negative
1987,negative
1988,negative
1989,neutral
1990,neutral
1991,negative
1992,neutral
1993,neutral
1994,neutral
1995,neutral
1996,neutral
1997,neutral
1998,neutral
1999,negative
2000,neutral
2001,positive
2002,positive
2003,negative
2004,neutral
2005,neutral
2006,positive
2007,neutral
2008,negative
2009,negative
2010,negative
2011,neutral
2012,negative
2013,positive
2014,neutral
2015,neutral
2016,neutral
2017,negative
2018,neutral
2019,neutral
2020,positive
2021,neutral
2022,positive
2023,neutral
2024,negative
2025,negative
2026,positive
2027,negative
2028,positive
2029,negative
2030,negative
2031,negative
2032,positive
2033,neutral
2034,positive
2035,positive
2036,positive
2037,neutral
2038,negative
2039,neutral
2040,neutral
2041,neutral
2042,negative
2043,positive
2044,negative
2045,neutral
2046,neutral
2047,positive
2048,neutral
2049,positive
2050,neutral
2051,negative
2052,positive
2053,positive
2054,positive
2055,neutral
2056,neutral
2057,negative
2058,negative
2059,neutral
2060,neutral
2061,negative
2062,positive
2063,positive
2064,neutral
2065,neutral
2066,positive
2067,neutral
2068,positive
2069,positive
2070,neutral
2071,neutral
2072,negative
2073,negative
2074,neutral
2075,positive
2076,neutral
2077,positive
2078,neutral
2079,neutral
2080,negative
2081,neutral
2082,neutral
2083,neutral
2084,positive
2085,negative
2086,negative
2087,positive
2088,positive
2089,neutral
2090,positive
2091,neutral
2092,positive
2093,neutral
2094,neutral
2095,neutral
2096,neutral
2097,neutral
2098,positive
2099,positive
2100,positive
2101,neutral
2102,neutral
2103,neutral
2104,negative
2105,neutral
2106,neutral
2107,neutral
2108,neutral
2109,neutral
2110,neutral
2111,neutral
2112,positive
2113,negative
2114,positive
2115,neutral
2116,neutral
2117,neutral
2118,positive
2119,neutral
2120,negative
2121,negative
2122,negative
2123,positive
2124,positive
2125,neutral
2126,negative
2127,neutral
2128,neutral
2129,neutral
2130,positive
2131,negative
2132,neutral
2133,neutral
2134,positive
2135,positive
2136,negative
2137,negative
2138,negative
2139,negative
2140,negative
2141,neutral
2142,positive
2143,neutral
2144,neutral
2145,positive
2146,neutral
2147,neutral
2148,negative
2149,positive
2150,positive
2151,neutral
2152,positive
2153,negative
2154,negative
2155,negative
2156,neutral
2157,negative
2158,neutral
2159,neutral
2160,neutral
2161,neutral
2162,positive
2163,neutral
2164,neutral
2165,positive
2166,positive
2167,negative
2168,neutral
2169,neutral
2170,positive
2171,neutral
2172,positive
2173,negative
2174,positive
2175,positive
2176,neutral
2177,neutral
2178,neutral
2179,neutral
2180,neutral
2181,negative
2182,positive
2183,positive
2184,negative
2185,neutral
2186,positive
2187,neutral
2188,neutral
2189,positive
2190,negative
2191,neutral
2192,negative
2193,neutral
2194,positive
2195,negative
2196,positive
2197,negative
2198,negative
2199,neutral
2200,positive
2201,neutral
2202,positive
2203,neutral
2204,neutral
2205,neutral
2206,positive
2207,positive
2208,negative
2209,neutral
2210,neutral
2211,positive
2212,positive
2213,neutral
2214,positive
2215,neutral
2216,positive
2217,neutral
2218,neutral
2219,negative
2220,neutral
2221,negative
2222,positive
2223,neutral
2224,positive
2225,neutral
2226,positive
2227,positive
2228,negative
2229,neutral
2230,negative
2231,negative
2232,negative
2233,positive
2234,neutral
2235,neutral
2236,neutral
2237,neutral
2238,negative
2239,negative
2240,neutral
2241,positive
2242,neutral
2243,negative
2244,positive
2245,positive
2246,neutral
2247,neutral
2248,negative
2249,positive
2250,neutral
2251,neutral
2252,positive
2253,neutral
2254,neutral
2255,neutral
2256,negative
2257,neutral
2258,neutral
2259,neutral
2260,negative
2261,positive
2262,negative
2263,neutral
2264,negative
2265,positive
2266,positive
2267,neutral
2268,negative
2269,negative
2270,neutral
2271,positive
2272,negative
2273,positive
2274,negative
2275,neutral
2276,neutral
2277,neutral
2278,positive
2279,positive
2280,negative
2281,positive
2282,negative
2283,neutral
2284,negative
2285,neutral
2286,positive
2287,neutral
2288,neutral
2289,negative
2290,neutral
2291,neutral
2292,neutral
2293,positive
2294,negative
2295,negative
2296,neutral
2297,neutral
2298,negative
2299,negative
2300,neutral
2301,negative
2302,negative
2303,positive
2304,positive
2305,negative
2306,positive
2307,neutral
2308,negative
2309,neutral
2310,negative
2311,neutral
2312,negative
2313,negative
2314,negative
2315,neutral
2316,neutral
2317,positive
2318,positive
2319,neutral
2320,positive
2321,neutral
2322,neutral
2323,negative
2324,neutral
